Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
yeah yeah don’t don’t know yknow maybeit’s best,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Negative,"Don't Panic, High Hopes, Charlie Brown"
yeah best like unbelievable pain,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
yknow finally happy yknow first time lifeafter dad left getting arrested stealing birds andthen whole punctured lung thing it’s still really hard takedeep breaths cold weather alice stuff kinda went away nowit’s it’s gone don’t know,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
umm well kinda little chat alice sort madeher see two shouldn’t together yknow you’re gonna see toone day really really,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Negative,"Schism, The Sound of Silence, I Don’t Wanna Live Forever (Fifty Shades Darker)"
wait minute wait,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Negative,"Toxicity, Sugar, Bleed"
well wait mother didn’t want us together theworst thing ever tie porch,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, The Hills, I Don’t Wanna Live Forever (Fifty Shades Darker)"
wait yknow ii came thought you’dunderstand oh yknow would storm right ifif money ora place go…,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative,"Wrong, Demons, Politik"
ohnononono…,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Cirice, Sign of the Times, Middle Of A Breakup"
know great little place,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Pumped Up Kicks, Young Dumb & Broke, Often"
oh come it’s fair paid flight isthat enough lire,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
ahh i’d throw another thousand,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
hey frank look okay know think like totallyevil thing didn’t there’s someone explain betterthan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
cigarette’s don’t control strongconfident woman need smoke,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"Whatever It Takes, It's My Life, Whatever It Takes"
what’s wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
feelin’ wife sleeping gynaecologist,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, I Don’t Wanna Live Forever (Fifty Shades Darker), The Hills"
like go bowling know you’re somebody else’sshoes,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"LA Devotee, Into the Unknown - Panic! At The Disco Version, Trndsttr"
happening don’t know maybe it’s mywound,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
it’sit’s heeled yet,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
thomas gonna hard wanted come andnobody else,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
it’s i’ve sleeping wife,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, I Don’t Wanna Live Forever (Fifty Shades Darker), The Hills"
come big news pete wanted tell mon orshould say mrs monica becker,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative,"Cotton Eye Joe, LA Devotee, Take on Me"
nonono oh keep name don’t take name,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
didn’t ask marry,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Skyfall, ♾"
ohh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
wanted tell he’s gonna compete ultimate fightingcompetition thingy,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
don’t know exactly it’sit’s sorta like wrestling,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
yeah without costumes,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
it’s fake it’s totally brutal,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
like bite pull people’s hair stuff,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
yeah anything goes except ah eye gouging fish hooking,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
what’s fish hooking,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative,"Cotton Eye Joe, Play with Fire (feat. Yacht Money), Into the Unknown - Panic! At The Disco Version"
oh it’s bing sir i’m sorry ah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Schism"
yeesh what’d,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
well didn’t anything didn’t want guy whohas problem boss slapping bottom,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Nightmare, Paranoid - 2012 - Remaster, Monster"
yknow don’t don’t understand guys mean ii wouldnever congratulate monica great stew yknow grabbin’ boob,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
right chandler don’t give boss chance toget yknow ah don’t turn back,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
umm hey rach ask something,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative,"I Dunno (feat. Dutchavelli & Stormzy), No Time for Caution, Don't Panic"
okay totally say umm would okay iset ross date,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"LA Devotee, Into the Unknown - Panic! At The Disco Version, Trndsttr"
ohohoh one bonnie,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Negative,"Nearly Witches (Ever Since We Met...), Chop Suey!, Bad Liar"
remember birthday party two years ago she’s yeahlike average height medium build bald,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
iron steel let ask something come icall computer support line wait hour half,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
told we’re adding new operators time could weconcentrate training,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
it’s hard know email,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
hey umm listen umm friends telling little thisah ultimate fighting thing well sounds really dangerous ii don’t wantyou get hurt ‘cause kinda like,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative,"Cirice, Sign of the Times, Heaven and Hell - 2008 Remaster"
oh i’m sorry look lot different last time iisaw,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
yeah bald she’s,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
could tell hair,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
well i’m sorry thought said okay,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
yeah said okay thought weird bald chicki mean yknow girl hair got,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
well maybe won’t work maybe ross won’t like herpersonality,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
bad personality,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
i’m telling need smacks got kid startingdartmouth fall,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
god ross,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
yeah it’s ultimate fighting combo yeah saved thirty centsplus get keep cup yay,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
opponent hunnington beach california he’s 300pound street fighter tank abbottttttt,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
well guy serious serious trouble,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative,"Cirice, Sign of the Times, Heaven and Hell - 2008 Remaster"
uhoh,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, goosebumps, Cirice"
would nice hearing 20000 people chant “you suck”,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
mean ii thought nuts first youyou nowyou look back thing regrets,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative,"Organ Variation, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack, Confidence"
well i’m gonna stop i’m ultimate fightingchampion,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Rock You Like A Hurricane, Hotter Than Hell, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
guy stood neck passed,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Negative,"Raining Blood, Monster, B.Y.O.B."
let tell story set create moss 865 thinkit happened overnight moss 1 burnt dad’s garagethere moss 2 would schedule appointments january 862 others ilearned like learned fight never let guy stand neck,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,"Royals, It's My Life, Whatever It Takes"
didn’t know already,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
oh one thing hoshi thinks ringside may haveaffected concentration,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
yeah thatthat problem,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh five minutes right they’re interviewing hisopponent apparently trains going iran pulling arms thieves,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Lose Yourself, Hall of Fame (feat. will.i.am)"
ross umm go bonnie,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
oh gotta tell ii wasn’t expecting like alli mean actually wasn’t expecting like anyone right she’s reallyterrific,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Negative,"Up&Up, Love Me Again, The Middle"
ohh that’s bad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
ahh one next foot sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Schism"
nine times okay put lotion it’s gonna beokay tomorrow i’m conducting experiment goes asplanned butt smack free,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
ah didn’t,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"New Rules, Bad Liar, Chop Suey!"
oh forgot,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
ah didn’t instead ah hung acouple friends couple beers certainly don’t deserve praiseverbal otherwise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
hmm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
i’m little bit uncomfortable way expressyourself,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
oh swearing mean constant swearing igotta tell ya kiss ass,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
itit’s swearing it’s ahthe way ah occasionally concentrate enthusiasm buttock,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
okay would rather live shirt pocket sweaty giant orinside shower drain,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
oh really nothing,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
said bald,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative,"B.Y.O.B., Radioactive, Unsainted"
whatwhatwhatwhatwhat,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
phoebe can’t can’t let happen okay wehave something break okay go like shave herhead owe one bald girl,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Negative,"Flying Whales, Viva Las Vengeance, Needled 24 / 7"
okay first breathe second don’t get itaren’t one decided didn’t want ross,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
well isn’t friend don’t want happy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative,"I Want to Know What Love Is - 1999 Remaster, Sweet Child O' Mine, Circle of Life (From ""The Lion King"") - From ""The Lion King"" Soundtrack"
oh killed,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative,"All We Know, Don't Let The Light Go Out, Somebody That I Used To Know"
it’s okay it’s bad looks it’s precautionah i’m supposed move spine,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Nightmare, Paranoid - 2012 - Remaster, Monster"
can’t i’m ultimate fighter i’mtelling day come children argue win fight orsuperman i’m saying could beat superman yknow kids stupid,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
sit right please listen terrible atthis okay worst ultimate fighter ever ever,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
yknow torn rotator cuff hairline fracture rightforearm severely bruised adam’s apple really hurt,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
well yknow care much watch hurtyourself like you’re gonna itwithout,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Negative,"Done for Me (feat. Kehlani), I Bet My Life, Middle Of A Breakup"
well you’re asking quit you’re asking besomeone i’m i’ve got,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
that’sthat’s ridiculous,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
everybody else got one want one don’t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative,"Pull Me Under, The Hardest Part, Stressed Out"
pete becker circling ring looks like he’sjust trying feel oh bruiser,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
run run crazy rich freak,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Negative,"Raining Blood, Monster, B.Y.O.B."
nooo,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Negative,"Ghost of Perdition, Blackwater Park, Demons"
uhoh bruiser becker canvas going hisfavourite area,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative,"Play with Fire (feat. Yacht Money), LA Devotee, Trndsttr"
wait that’s favourite area mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
well ironic last two boyfriends richard didn’twant kids looks pete can’t,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Negative,"All We Know, Don't Let The Light Go Out, Somebody That I Used To Know"
nonono,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
playing game learned work name allthe states six minutes,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
stupid game wasnt playing people sotechnically didnt lose,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
forgot fourteen states,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
oh thats bad pheebs,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
oh got tired naming states decided list types ofcelery one regular celery,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Calm Down, A Million Dreams, Pumped Up Kicks"
say hello new champ chandlers dumb states game,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
oh right sorry tags coming girlfriend came townso hes spending thanksgiving,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh didnt tell made individual sweet potatostuffed pumpkin,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
done time atospare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Pumped Up Kicks, Young Dumb & Broke, Often"
know hate lecture guys kinda disgraceful agroup welleducated adults joey cant name states ever see mapor one round colorful things called globe hmm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Killing In The Name"
thats impossible,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
right im oven space im gonna turn joeys pleasewatch let joey eat food,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Don't Threaten Me with a Good Time, Paranoid - 2012 - Remaster"
look ross dont know never know themokay beauty game makes want kill,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
thisthis crazy right uhh bet get 50before dinner,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
okay cant…no dinner,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, Friction, Duality"
pshhshhh,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cake By The Ocean"
sure joey let ross look maps globein apartment,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Don't Threaten Me with a Good Time, Paranoid - 2012 - Remaster"
hell,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
dont know maybe smells little weird likeold pumpkins something,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Negative,"Nearly Witches (Ever Since We Met...), Heat Waves, Nothing Else Matters"
uhoh uhoh,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, goosebumps, Cirice"
im sorry whos,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
phoebe theres dog sitting couch,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cotton Eye Joe"
tell im allergic sue,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative,"Monster, Paranoid - 2012 - Remaster, Nightmare"
yes hes black white shaggy hes sitting next rachel licking rachels hand,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
ill right,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
uh wanted see offer spend thanksgiving stillgood,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Negative,"V, Don't Panic, LA Devotee"
kinda broke morning,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
oh im sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
huh dog,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
dog theretheres dog,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
yeah dog left,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Party Monster, Blinding Lights, Savage Love (Laxed - Siren Beat)"
phoebe hear dog barking,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Negative,"Animals, Needled 24 / 7, Viva Las Vengeance"
oooh wish could stay chandler allergic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Ain't No Rest for the Wicked, Middle Of A Breakup"
extremely allergic okay im anywhere near dog 5minutes throat close,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Monster, Nightmare, Paranoid - 2012 - Remaster"
thats odd cause dogs living past 3 days,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
chandler dogs long havent areaction maybe youre allergic dog,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
dont,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
crazy,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Negative,"Toxicity, Sugar, Bleed"
needy jumpy cant tell arethinking scares little bit,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Paranoid - 2012 - Remaster"
wait minute like dogs mean even puppies,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
