Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
check thing,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
joke customer work crush gave 20000tip number check i’d call,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
that’s bill clinton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
who’s huggin’,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
oh god that’s pete bill huggin’ pete,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
guy invented moss 865 every office world uses thatprogram,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
use,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
go,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh god monica’s gonna go millionaire,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Positive
i’m gonna go,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
oh god can’t believe real 20000 check oh isjust exciting,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
incredibly offensive,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh yeah sure,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
we’re saying don’t rush anything,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
yeah come think you’re 18 okay she’s 44 whenyou’re 36 she’s gonna 88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
don’t think know,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
look point there’s lot women haven’teven sex yet,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
yeah hehe’s right he’s right time yknow yeahyou’re young you’reyou’re weird chicks dig,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
okay isn’t sex better it’s one person youreally really care,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
yeah poem maybe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
man’s right that’s rachel,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Positive
don’t anymore,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ah slept someone else,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Negative
okay wait right make things better,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
didn’t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
okay used rachel i’ve got withalice,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
whwhat like,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
it’s cool man it’s it’s ‘cause beingwith much better like,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yeah yeah,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
don’t ask blew,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well want,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Positive
don’t know maybe can’t mean maybe there’ssomething wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Positive
it’s man i’ve seen got,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
right man,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
couldn’t help love pure,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
i’m ring bearer,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh god died,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Negative
yeah know it’s real mustardtastrophe help,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Positive
absolutely okay first we’ll start little club soda andsalt doesn’t work go back to…,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
yknow forget it’s ruined,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh nono never say can’t get cutaround stain add little lace make stylish throw,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
instead maybe could marry brother frank,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
okay that’s great make smaller make fit onthe head pin love make things fit head pin,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
got yeah right yeah okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
miss monica geller,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
seriously supposed mean,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
well y’know never know much tip,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
you’re supposed double tax double tax romania imean what’swhat’s deal trying buy wayyou get girls go,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
umm i’m still,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
come gotta admit relationship ah hitting newlevel ‘cause used like chef customer nowwe’re like thisthis couple fights,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
okay umm you’re loon,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
‘cause don’t want encourage kind behaviour,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
one meal that’s i’m asking please go eatand don’t good time give ten grand call even,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
okay whoa sorry like dark,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
oh well um laundry smelled good thoughti’d curl right,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
oh yeah sure day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh well probably worst one since i’ve alive,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
umm happened,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
umm alice ah ah called,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh umm say,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uh really young yknow don’tsee could sudden young ‘cause i’m older whenwe first got together,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Negative
yeah yeah don’t don’t know yknow maybeit’s best,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Negative
yeah best like unbelievable pain,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
yknow finally happy yknow first time lifeafter dad left getting arrested stealing birds andthen whole punctured lung thing it’s still really hard takedeep breaths cold weather alice stuff kinda went away nowit’s it’s gone don’t know,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uh well tell it’s it’s butyknow love okay,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Positive
umm well kinda little chat alice sort madeher see two shouldn’t together yknow you’re gonna see toone day really really,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Negative
wait minute wait,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Negative
well wait mother didn’t want us together theworst thing ever tie porch,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Negative
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
wait yknow ii came thought you’dunderstand oh yknow would storm right ifif money ora place go…,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
oh god millionaire’s,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
guys please i’m gonna dinner okay,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
okay okay buys dinner mean owe himanything,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
know,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay get lobster,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hey much cash got pocket right,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ohnononono…,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
one drink,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
hey like pizza,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Positive
oh that’s sounds great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
know great little place,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
you’re hey you’re paying pizza,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
oh come it’s fair paid flight isthat enough lire,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
ahh i’d throw another thousand,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
much,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Positive
that’s 60 cents,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey frank look okay know think like totallyevil thing didn’t there’s someone explain betterthan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
hi frank,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hi mrs knight,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
right umm even though love much wedo none less…,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Positive
none less,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
cigarette’s don’t control strongconfident woman need smoke,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
how’d go pete,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
tell us,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
you’re gonna believe okay go,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
yeah could scooch,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah move little bit,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
keep scooching,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
guys listen go umm,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Positive
what’s wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
what’s matter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
feelin’ wife sleeping gynaecologist,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Negative
know,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well yknow he’s got access,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yknow it’s feeling get yknow,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
like go bowling know you’re somebody else’sshoes,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
that’s one,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
right went pete’s,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
happened,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
happening don’t know maybe it’s mywound,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
it’sit’s heeled yet,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
thomas gonna hard wanted come andnobody else,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
tim,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
it’s i’ve sleeping wife,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Negative
monica gonna tell us,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
come big news pete wanted tell mon orshould say mrs monica becker,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative
nonono oh keep name don’t take name,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
didn’t ask marry,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ohh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
well,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
wanted tell he’s gonna compete ultimate fightingcompetition thingy,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
pete,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
don’t know exactly it’sit’s sorta like wrestling,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah without costumes,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
it’s fake it’s totally brutal,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
yeah it’s two guys ring rules are“they’re,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
like bite pull people’s hair stuff,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
yeah anything goes except ah eye gouging fish hooking,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
what’s fish hooking,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
hands totally clean gave duck bath,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
thanks warm welcome it’s good guys myteam come play hope let’s go get‘em huh remember ‘i’ team,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yes there’s two martini soo everybody,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh it’s bing sir i’m sorry ah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
thank today boss keep slapping butt acting likeit big deal,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
yeesh what’d,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well didn’t anything didn’t want guy whohas problem boss slapping bottom,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
gotta tell ya think it’s okay guy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yknow don’t don’t understand guys mean ii wouldnever congratulate monica great stew yknow grabbin’ boob,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
yeah know really great stew yknow stick headin ‘em,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay please go eat,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah getting,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Positive
right chandler don’t give boss chance toget yknow ah don’t turn back,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
umm hey rach ask something,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
okay totally say umm would okay iset ross date,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh ah,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Positive
umm friend bonnie always thought ross really cuteand two aren’t together asked could set ifyou’re cool,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Positive
ohohoh one bonnie,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Negative
remember birthday party two years ago she’s yeahlike average height medium build bald,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
iron steel let ask something come icall computer support line wait hour half,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
told we’re adding new operators time could weconcentrate training,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
it’s hard know email,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
hey umm listen umm friends telling little thisah ultimate fighting thing well sounds really dangerous ii don’t wantyou get hurt ‘cause kinda like,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
promise you’ll careful,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Positive
promise,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey still tonight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
okay good ‘cause umm well maybe could little workoutof,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Positive
boomboom big fight,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
‘bout boom,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hi,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
show id want,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh i’m sorry look lot different last time iisaw,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
oh yeah well started wearing bras,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh must,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Positive
thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah bald she’s,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
could tell hair,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
don’t know hardly ever say people,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
well i’m sorry thought said okay,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah said okay thought weird bald chicki mean yknow girl hair got,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well maybe won’t work maybe ross won’t like herpersonality,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
bad personality,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh bonnie’s best,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
you’re favourite you’re guy,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
never get smacked,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well that’s true hehe smacked,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
purpose ricocheted got,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive
i’m telling need smacks got kid startingdartmouth fall,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
sir,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
god ross,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
yeah it’s ultimate fighting combo yeah saved thirty centsplus get keep cup yay,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
new york city new york appearing ultimate fightingchampionship debut he’s known confrontational business style ladies andgentlemen introducing pete beckerrrr,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
love pete,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
opponent hunnington beach california he’s 300pound street fighter tank abbottttttt,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
don’t worry hoshi taught use opponent’s strengthand weight,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well guy serious serious trouble,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
right go get let’s go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
uhoh,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Negative
would nice hearing 20000 people chant “you suck”,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
mean ii thought nuts first youyou nowyou look back thing regrets,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
look back,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well you’re gonna get going,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
well let ask question ultimate fighting champion,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
well,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
well i’m gonna stop i’m ultimate fightingchampion,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
guy stood neck passed,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Negative
let tell story set create moss 865 thinkit happened overnight moss 1 burnt dad’s garagethere moss 2 would schedule appointments january 862 others ilearned like learned fight never let guy stand neck,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
didn’t know already,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
look i’m gonna get better okay promise,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
oh one thing hoshi thinks ringside may haveaffected concentration,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah thatthat problem,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hey long pete’s fight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
oh five minutes right they’re interviewing hisopponent apparently trains going iran pulling arms thieves,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
hot dog,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
ross umm go bonnie,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
oh gotta tell ii wasn’t expecting like alli mean actually wasn’t expecting like anyone right she’s reallyterrific,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Negative
ohh that’s bad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ii’m saying liked,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,Positive
yeah yknow fish sea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
pheebs think she’s great okay we’re going,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay hear capable talking thing else,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
ahh one next foot sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
nine times okay put lotion it’s gonna beokay tomorrow i’m conducting experiment goes asplanned butt smack free,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
ah didn’t,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh forgot,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ah didn’t instead ah hung acouple friends couple beers certainly don’t deserve praiseverbal otherwise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
doug,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hmm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
i’m little bit uncomfortable way expressyourself,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh swearing mean constant swearing igotta tell ya kiss ass,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
itit’s swearing it’s ahthe way ah occasionally concentrate enthusiasm buttock,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
oh,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive
well say yknow takes guts bring bingyou’re okay,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay would rather live shirt pocket sweaty giant orinside shower drain,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
come phoebe look breaking look themokay that’s know second date that’swhat look put hand thigh,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh really nothing,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
said okay,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
said bald,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
whatwhatwhatwhatwhat,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
phoebe can’t can’t let happen okay wehave something break okay go like shave herhead owe one bald girl,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Negative
okay first breathe second don’t get itaren’t one decided didn’t want ross,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
well isn’t friend don’t want happy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh killed,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
it’s okay it’s bad looks it’s precautionah i’m supposed move spine,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
please tell you’re stopping,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
insane youyou gotta give,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Positive
can’t i’m ultimate fighter i’mtelling day come children argue win fight orsuperman i’m saying could beat superman yknow kids stupid,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
sit right please listen terrible atthis okay worst ultimate fighter ever ever,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
yknow torn rotator cuff hairline fracture rightforearm severely bruised adam’s apple really hurt,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well yknow care much watch hurtyourself like you’re gonna itwithout,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Negative
well you’re asking quit you’re asking besomeone i’m i’ve got,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
monmonica,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
thank sir,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
that’sthat’s ridiculous,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
everybody else got one want one don’t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative
yeyeyeah yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
pete becker circling ring looks like he’sjust trying feel oh bruiser,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
run run crazy rich freak,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Negative
really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Positive
nooo,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Negative
uhoh bruiser becker canvas going hisfavourite area,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative
